"date","currency_code","name","local_price","dollar_ex","dollar_price"
"2020-01-14",EUR,Ireland,4.2,1,4.2
"2020-01-14",ILS,Israel,17.0,3,5.67
"2020-01-14",EUR,Italy,4.3,1,4.3
"2020-01-14",JPY,Japan,390.0,110,3.55
"2020-01-14",JOD,Jordan,2.3,1,2.3
"2020-01-14",KWD,Kuwait,1.1,1,1.1
"2020-01-14",EUR,Latvia,2.85,1,2.85
"2020-01-14",LBP,Lebanon,6500.0,1514,4.29
"2020-01-14",EUR,Lithuania,2.85,1,2.85
"2020-01-14",MYR,Malaysia,9.5,4,2.38
"2020-01-14",MXN,Mexico,50.0,18,2.78
"2020-01-14",MDL,Moldova,45.0,17,2.65
"2020-01-14",EUR,Netherlands,4.09,1,4.09
"2020-01-14",NZD,New Zealand,6.5,1,6.5
"2020-01-14",NIO,Nicaragua,120.0,33,3.64
"2020-01-14",NOK,Norway,53.0,8,6.62
"2020-01-14",OMR,Oman,1.155,1,1.16
"2020-01-14",PKR,Pakistan,520.0,154,3.38
"2020-01-14",PEN,Peru,11.9,3,3.97
"2020-01-14",PHP,Philippines,142.0,50,2.84
"2020-01-14",PLN,Poland,11.0,3,3.67
"2020-01-14",EUR,Portugal,3.25,1,3.25
"2020-01-14",QAR,Qatar,13.0,3,4.33
"2020-01-14",RON,Romania,9.5,4,2.38
"2020-01-14",RUB,Russia,135.0,61,2.21
"2020-01-14",SAR,Saudi Arabia,13.0,3,4.33
"2020-01-14",SGD,Singapore,5.9,1,5.9
"2020-01-14",EUR,Slovakia,3.4,1,3.4
"2020-01-14",EUR,Slovenia,2.4,1,2.4
"2020-01-14",ZAR,South Africa,31.0,14,2.21
"2020-01-14",KRW,South Korea,4500.0,1156,3.89
"2020-01-14",EUR,Spain,4.2,1,4.2
"2020-01-14",LKR,Sri Lanka,580.0,181,3.2
"2020-01-14",SEK,Sweden,51.5,9,5.72
"2020-01-14",CHF,Switzerland,6.5,1,6.5
"2020-01-14",TWD,Taiwan,72.0,29,2.48
"2020-01-14",THB,Thailand,115.0,30,3.83
"2020-01-14",TRY,Turkey,12.99,5,2.6
"2020-01-14",UAH,Ukraine,57.0,23,2.48
"2020-01-14",AED,United Arab Emirates,14.75,3,4.92
"2020-01-14",USD,United States,4.82,1,4.82
"2020-01-14",UYU,Uruguay,179.0,37,4.84
"2020-01-14",VND,Vietnam,66000.0,23176,2.85
"2020-07-01",ARS,Argentina,250.0,71,3.52
"2020-07-01",AUD,Australia,6.55,1,6.55
"2020-07-01",EUR,Austria,3.86,1,3.86
"2020-07-01",AZN,Azerbaijan,3.95,1,3.95
"2020-07-01",BHD,Bahrain,1.4,1,1.4
"2020-07-01",EUR,Belgium,4.35,1,4.35
"2020-07-01",BRL,Brazil,20.9,5,4.18
"2020-07-01",GBP,Britain,3.39,1,3.39
"2020-07-01",CAD,Canada,6.88,1,6.88
"2020-07-01",CLP,Chile,2740.0,787,3.48
"2020-07-01",CNY,China,21.7,7,3.1
"2020-07-01",COP,Colombia,11900.0,3617,3.29
"2020-07-01",CRC,Costa Rica,2350.0,581,4.04
"2020-07-01",HRK,Croatia,22.0,6,3.67
"2020-07-01",CZK,Czech Republic,89.0,23,3.87
"2020-07-01",DKK,Denmark,30.0,6,5.0
"2020-07-01",EGP,Egypt,42.0,15,2.8
"2020-07-01",EUR,Estonia,3.2,1,3.2
"2020-07-01",EUR,Euro area,4.21,1,4.21
"2020-07-01",EUR,Finland,4.88,1,4.88
"2020-07-01",EUR,France,4.2,1,4.2
"2020-07-01",EUR,Germany,4.45,1,4.45
"2020-07-01",EUR,Greece,3.3,1,3.3
"2020-07-01",GTQ,Guatemala,25.0,7,3.57
"2020-07-01",HNL,Honduras,87.0,24,3.62
"2020-07-01",HKD,Hong Kong,20.5,7,2.93
"2020-07-01",HUF,Hungary,900.0,311,2.89
"2020-07-01",INR,India,190.0,75,2.53
"2020-07-01",IDR,Indonesia,34000.0,14435,2.36
"2020-07-01",EUR,Ireland,4.3,1,4.3
"2020-07-01",ILS,Israel,17.0,3,5.67
"2020-07-01",EUR,Italy,4.3,1,4.3
"2020-07-01",JPY,Japan,390.0,107,3.64
"2020-07-01",JOD,Jordan,2.3,1,2.3
"2020-07-01",KWD,Kuwait,1.15,1,1.15
"2020-07-01",EUR,Latvia,2.85,1,2.85
"2020-07-01",LBP,Lebanon,9000.0,1512,5.95
"2020-07-01",EUR,Lithuania,2.85,1,2.85
"2020-07-01",MYR,Malaysia,9.99,4,2.5
"2020-07-01",MXN,Mexico,50.0,22,2.27
"2020-07-01",MDL,Moldova,47.0,17,2.76
"2020-07-01",EUR,Netherlands,4.09,1,4.09
"2020-07-01",NZD,New Zealand,6.6,1,6.6
"2020-07-01",NIO,Nicaragua,120.0,34,3.53
"2020-07-01",NOK,Norway,52.0,9,5.78
"2020-07-01",OMR,Oman,1.1,1,1.1
"2020-07-01",PKR,Pakistan,550.0,166,3.31
"2020-07-01",PEN,Peru,11.9,3,3.97
"2020-07-01",PHP,Philippines,142.0,49,2.9
"2020-07-01",PLN,Poland,11.0,3,3.67
"2020-07-01",EUR,Portugal,3.45,1,3.45
"2020-07-01",QAR,Qatar,13.0,3,4.33
"2020-07-01",RON,Romania,9.9,4,2.48
"2020-07-01",RUB,Russia,135.0,70,1.93
"2020-07-01",SAR,Saudi Arabia,14.0,3,4.67
"2020-07-01",SGD,Singapore,5.9,1,5.9
"2020-07-01",EUR,Slovakia,3.6,1,3.6
"2020-07-01",EUR,Slovenia,2.5,1,2.5
"2020-07-01",ZAR,South Africa,31.0,16,1.94
"2020-07-01",KRW,South Korea,4500.0,1200,3.75
"2020-07-01",EUR,Spain,4.1,1,4.1
"2020-07-01",LKR,Sri Lanka,680.0,185,3.68
"2020-07-01",SEK,Sweden,52.6,9,5.84
"2020-07-01",CHF,Switzerland,6.5,1,6.5
"2020-07-01",TWD,Taiwan,72.0,29,2.48
"2020-07-01",THB,Thailand,128.0,31,4.13
"2020-07-01",TRY,Turkey,13.99,6,2.33
"2020-07-01",UAH,Ukraine,59.0,27,2.19
"2020-07-01",AED,United Arab Emirates,14.75,3,4.92
"2020-07-01",USD,United States,4.82,1,4.82
"2020-07-01",UYU,Uruguay,189.0,43,4.4
"2020-07-01",VND,Vietnam,66000.0,23180,2.85
"2021-01-01",ARS,Argentina,320.0,85,3.76
"2021-01-01",AUD,Australia,6.48,1,6.48
"2021-01-01",EUR,Austria,3.88,1,3.88
"2021-01-01",AZN,Azerbaijan,3.95,1,3.95
"2021-01-01",BHD,Bahrain,1.5,1,1.5
"2021-01-01",EUR,Belgium,4.35,1,4.35
"2021-01-01",BRL,Brazil,21.9,5,4.38
"2021-01-01",GBP,Britain,3.29,1,3.29
"2021-01-01",CAD,Canada,6.77,1,6.77
"2021-01-01",CLP,Chile,2940.0,719,4.09
"2021-01-01",CNY,China,22.4,6,3.73
"2021-01-01",COP,Colombia,12950.0,3460,3.74
"2021-01-01",CRC,Costa Rica,2350.0,613,3.83
"2021-01-01",HRK,Croatia,23.0,6,3.83
"2021-01-01",CZK,Czech Republic,89.0,21,4.24
"2021-01-01",DKK,Denmark,30.0,6,5.0
"2021-01-01",EGP,Egypt,42.5,15,2.83
"2021-01-01",EUR,Estonia,3.2,1,3.2
"2021-01-01",EUR,Euro area,4.25,1,4.25
"2021-01-01",EUR,Finland,4.87,1,4.87
"2021-01-01",EUR,France,4.2,1,4.2
"2021-01-01",EUR,Germany,4.46,1,4.46
"2021-01-01",EUR,Greece,3.3,1,3.3
"2021-01-01",GTQ,Guatemala,25.0,7,3.57
"2021-01-01",HNL,Honduras,87.0,24,3.62
"2021-01-01",HKD,Hong Kong,20.5,7,2.93
"2021-01-01",HUF,Hungary,900.0,297,3.03
"2021-01-01",INR,India,190.0,73,2.6
"2021-01-01",IDR,Indonesia,34000.0,14125,2.41
"2021-01-01",EUR,Ireland,4.4,1,4.4
"2021-01-01",ILS,Israel,17.0,3,5.67
"2021-01-01",EUR,Italy,4.3,1,4.3
"2021-01-01",JPY,Japan,390.0,104,3.75
"2021-01-01",JOD,Jordan,2.3,1,2.3
"2021-01-01",KWD,Kuwait,1.15,1,1.15
"2021-01-01",EUR,Latvia,2.85,1,2.85
"2021-01-01",LBP,Lebanon,15500.0,8750,1.77
"2021-01-01",EUR,Lithuania,2.9,1,2.9
"2021-01-01",MYR,Malaysia,9.99,4,2.5
"2021-01-01",MXN,Mexico,54.0,20,2.7
"2021-01-01",MDL,Moldova,50.0,17,2.94
"2021-01-01",EUR,Netherlands,4.13,1,4.13
"2021-01-01",NZD,New Zealand,6.8,1,6.8
"2021-01-01",NIO,Nicaragua,124.0,34,3.65
"2021-01-01",NOK,Norway,52.0,8,6.5
"2021-01-01",OMR,Oman,1.1,1,1.1
"2021-01-01",PKR,Pakistan,550.0,160,3.44
"2021-01-01",PEN,Peru,11.9,3,3.97
"2021-01-01",PHP,Philippines,142.0,48,2.96
"2021-01-01",PLN,Poland,13.08,3,4.36
"2021-01-01",EUR,Portugal,3.45,1,3.45
"2021-01-01",QAR,Qatar,13.0,3,4.33
"2021-01-01",RON,Romania,9.9,4,2.48
"2021-01-01",RUB,Russia,135.0,74,1.82
"2021-01-01",SAR,Saudi Arabia,14.0,3,4.67
"2021-01-01",SGD,Singapore,5.9,1,5.9
"2021-01-01",EUR,Slovakia,3.7,1,3.7
"2021-01-01",EUR,Slovenia,2.5,1,2.5
"2021-01-01",ZAR,South Africa,33.5,15,2.23
"2021-01-01",KRW,South Korea,4500.0,1097,4.1
"2021-01-01",EUR,Spain,4.33,1,4.33
"2021-01-01",LKR,Sri Lanka,700.0,189,3.7
"2021-01-01",SEK,Sweden,52.88,8,6.61
"2021-01-01",CHF,Switzerland,6.5,1,6.5
"2021-01-01",TWD,Taiwan,72.0,27,2.67
"2021-01-01",THB,Thailand,128.0,30,4.27
"2021-01-01",TRY,Turkey,14.99,7,2.14
"2021-01-01",UAH,Ukraine,62.0,28,2.21
"2021-01-01",AED,United Arab Emirates,14.75,3,4.92
"2021-01-01",USD,United States,4.89,1,4.89
"2021-01-01",UYU,Uruguay,204.0,42,4.86
"2021-01-01",VND,Vietnam,66000.0,23064,2.86
"2021-07-01",ARS,Argentina,380.0,96,3.96
"2021-07-01",AUD,Australia,6.55,1,6.55
"2021-07-01",EUR,Austria,3.92,1,3.92
"2021-07-01",AZN,Azerbaijan,3.95,1,3.95
"2021-07-01",BHD,Bahrain,1.5,1,1.5
"2021-07-01",EUR,Belgium,4.45,1,4.45
"2021-07-01",BRL,Brazil,22.9,5,4.58
"2021-07-01",GBP,Britain,3.49,1,3.49
"2021-07-01",CAD,Canada,6.77,1,6.77
"2021-07-01",CLP,Chile,2990.0,759,3.94
"2021-07-01",CNY,China,22.4,6,3.73
"2021-07-01",COP,Colombia,12950.0,3842,3.37
"2021-07-01",CRC,Costa Rica,2370.0,617,3.84
"2021-07-01",HRK,Croatia,24.0,6,4.0
"2021-07-01",CZK,Czech Republic,89.0,21,4.24
"2021-07-01",DKK,Denmark,30.0,6,5.0
"2021-07-01",EGP,Egypt,42.5,15,2.83
"2021-07-01",EUR,Estonia,3.2,1,3.2
"2021-07-01",EUR,Euro area,4.29,1,4.29
"2021-07-01",EUR,Finland,4.89,1,4.89
"2021-07-01",EUR,France,4.3,1,4.3
"2021-07-01",EUR,Germany,4.45,1,4.45
"2021-07-01",EUR,Greece,3.3,1,3.3
"2021-07-01",GTQ,Guatemala,26.0,7,3.71
"2021-07-01",HNL,Honduras,87.0,23,3.78
"2021-07-01",HKD,Hong Kong,21.0,7,3.0
"2021-07-01",HUF,Hungary,908.0,305,2.98
"2021-07-01",INR,India,190.0,74,2.57
"2021-07-01",IDR,Indonesia,34000.0,14517,2.34
"2021-07-01",EUR,Ireland,4.5,1,4.5
"2021-07-01",ILS,Israel,17.0,3,5.67
"2021-07-01",EUR,Italy,4.3,1,4.3
"2021-07-01",JPY,Japan,390.0,109,3.58
"2021-07-01",JOD,Jordan,2.13,1,2.13
"2021-07-01",KWD,Kuwait,1.25,1,1.25
"2021-07-01",EUR,Latvia,2.85,1,2.85
"2021-07-01",LBP,Lebanon,37000.0,22000,1.68
"2021-07-01",EUR,Lithuania,2.9,1,2.9
"2021-07-01",MYR,Malaysia,9.99,4,2.5
"2021-07-01",MXN,Mexico,64.0,20,3.2
"2021-07-01",MDL,Moldova,52.0,17,3.06
"2021-07-01",EUR,Netherlands,4.22,1,4.22
"2021-07-01",NZD,New Zealand,6.9,1,6.9
"2021-07-01",NIO,Nicaragua,128.0,35,3.66
"2021-07-01",NOK,Norway,57.0,9,6.33
"2021-07-01",OMR,Oman,1.15,1,1.15
"2021-07-01",PKR,Pakistan,580.0,161,3.6
"2021-07-01",PEN,Peru,12.9,3,4.3
"2021-07-01",PHP,Philippines,142.0,50,2.84
"2021-07-01",PLN,Poland,13.43,3,4.48
"2021-07-01",EUR,Portugal,3.45,1,3.45
"2021-07-01",QAR,Qatar,13.0,3,4.33
"2021-07-01",RON,Romania,10.6,4,2.65
"2021-07-01",RUB,Russia,135.0,74,1.82
"2021-07-01",SAR,Saudi Arabia,14.0,3,4.67
"2021-07-01",SGD,Singapore,5.9,1,5.9
"2021-07-01",EUR,Slovakia,3.7,1,3.7
"2021-07-01",EUR,Slovenia,2.6,1,2.6
"2021-07-01",ZAR,South Africa,33.5,14,2.39
"2021-07-01",KRW,South Korea,4600.0,1150,4.0
"2021-07-01",EUR,Spain,4.4,1,4.4
"2021-07-01",LKR,Sri Lanka,700.0,199,3.52
"2021-07-01",SEK,Sweden,54.0,8,6.75
"2021-07-01",CHF,Switzerland,6.5,1,6.5
"2021-07-01",TWD,Taiwan,72.0,28,2.57
"2021-07-01",THB,Thailand,128.0,32,4.0
"2021-07-01",TRY,Turkey,19.99,8,2.5
"2021-07-01",UAH,Ukraine,65.0,27,2.41
"2021-07-01",AED,United Arab Emirates,14.75,3,4.92
"2021-07-01",USD,United States,4.93,1,4.93
"2021-07-01",UYU,Uruguay,225.0,44,5.11
"2021-07-01",VES,Venezuela,16020000,3613989,4.43
"2021-07-01",VND,Vietnam,69000.0,23028,3.0
"2022-01-01",ARS,Argentina,450.0,105,4.29
"2022-01-01",AUD,Australia,6.4,1,6.4
"2022-01-01",EUR,Austria,3.8,1,3.8
"2022-01-01",AZN,Azerbaijan,4.5,1,4.5
"2022-01-01",BHD,Bahrain,1.5,1,1.5
"2022-01-01",EUR,Belgium,4.55,1,4.55
"2022-01-01",BRL,Brazil,22.9,5,4.58
"2022-01-01",GBP,Britain,3.59,1,3.59
"2022-01-01",CAD,Canada,6.77,1,6.77
"2022-01-01",CLP,Chile,3100.0,798,3.88
"2022-01-01",CNY,China,24.4,6,4.07
"2022-01-01",COP,Colombia,12950.0,3941,3.29
"2022-01-01",CRC,Costa Rica,2650.0,642,4.13
"2022-01-01",HRK,Croatia,23.67,6,3.94
"2022-01-01",CZK,Czech Republic,89.0,21,4.24
"2022-01-01",DKK,Denmark,32.0,6,5.33
"2022-01-01",EGP,Egypt,42.5,15,2.83
"2022-01-01",EUR,Estonia,3.4,1,3.4
"2022-01-01",EUR,Euro area,4.42,1,4.42
"2022-01-01",EUR,Finland,4.95,1,4.95
"2022-01-01",EUR,France,4.35,1,4.35
"2022-01-01",EUR,Germany,4.46,1,4.46
"2022-01-01",EUR,Greece,3.4,1,3.4
"2022-01-01",GTQ,Guatemala,26.0,7,3.71
"2022-01-01",HNL,Honduras,89.0,24,3.71
"2022-01-01",HKD,Hong Kong,22.0,7,3.14
"2022-01-01",HUF,Hungary,982.0,317,3.1
"2022-01-01",INR,India,190.0,74,2.57
"2022-01-01",IDR,Indonesia,34000.0,14382,2.36
"2022-01-01",EUR,Ireland,4.6,1,4.6
"2022-01-01",ILS,Israel,17.0,3,5.67
"2022-01-01",EUR,Italy,4.8,1,4.8
"2022-01-01",JPY,Japan,390.0,115,3.39
"2022-01-01",JOD,Jordan,2.12,1,2.12
"2022-01-01",KWD,Kuwait,1.25,1,1.25
"2022-01-01",EUR,Latvia,2.85,1,2.85
"2022-01-01",LBP,Lebanon,70000.0,21500,3.26
"2022-01-01",EUR,Lithuania,2.9,1,2.9
"2022-01-01",MYR,Malaysia,9.99,4,2.5
"2022-01-01",MXN,Mexico,69.0,20,3.45
"2022-01-01",MDL,Moldova,52.0,18,2.89
"2022-01-01",EUR,Netherlands,4.4,1,4.4
"2022-01-01",NZD,New Zealand,7.0,1,7.0
"2022-01-01",NIO,Nicaragua,134.0,35,3.83
"2022-01-01",NOK,Norway,57.0,8,7.12
"2022-01-01",OMR,Oman,1.15,1,1.15
"2022-01-01",PKR,Pakistan,590.0,176,3.35
"2022-01-01",PEN,Peru,12.9,3,4.3
"2022-01-01",PHP,Philippines,142.0,50,2.84
"2022-01-01",PLN,Poland,14.08,4,3.52
"2022-01-01",EUR,Portugal,3.45,1,3.45
"2022-01-01",QAR,Qatar,13.0,3,4.33
"2022-01-01",RON,Romania,10.6,4,2.65
"2022-01-01",RUB,Russia,135.0,77,1.75
"2022-01-01",SAR,Saudi Arabia,15.0,3,5.0
"2022-01-01",SGD,Singapore,5.9,1,5.9
"2022-01-01",EUR,Slovakia,3.8,1,3.8
"2022-01-01",EUR,Slovenia,2.8,1,2.8
"2022-01-01",ZAR,South Africa,39.9,15,2.66
"2022-01-01",KRW,South Korea,4600.0,1205,3.82
"2022-01-01",EUR,Spain,4.58,1,4.58
"2022-01-01",LKR,Sri Lanka,840.0,202,4.16
"2022-01-01",SEK,Sweden,54.0,9,6.0
"2022-01-01",CHF,Switzerland,6.5,1,6.5
"2022-01-01",TWD,Taiwan,75.0,27,2.78
"2022-01-01",THB,Thailand,128.0,33,3.88
"2022-01-01",TRY,Turkey,24.99,13,1.92
"2022-01-01",UAH,Ukraine,69.0,28,2.46
"2022-01-01",AED,United Arab Emirates,17.0,3,5.67
"2022-01-01",USD,United States,5.04,1,5.04
"2022-01-01",UYU,Uruguay,239.0,44,5.43
"2022-01-01",VES,Venezuela,23.0,4,5.75
"2022-01-01",VND,Vietnam,69000.0,22650,3.05
"2022-07-01",ARS,Argentina,590.0,129,4.57
"2022-07-01",AUD,Australia,6.7,1,6.7
"2022-07-01",EUR,Austria,4.35,1,4.35
"2022-07-01",AZN,Azerbaijan,4.7,1,4.7
"2022-07-01",BHD,Bahrain,1.6,1,1.6
"2022-07-01",EUR,Belgium,4.6,1,4.6
"2022-07-01",BRL,Brazil,22.9,5,4.58
"2022-07-01",GBP,Britain,3.69,1,3.69
"2022-07-01",CAD,Canada,6.77,1,6.77
"2022-07-01",CLP,Chile,3400.0,928,3.66
"2022-07-01",CNY,China,24.0,6,4.0
"2022-07-01",COP,Colombia,14950.0,4295,3.48
"2022-07-01",CRC,Costa Rica,2650.0,678,3.91
"2022-07-01",HRK,Croatia,27.0,7,3.86
"2022-07-01",CZK,Czech Republic,95.0,23,4.13
"2022-07-01",EGP,Egypt,46.0,18,2.56
"2022-07-01",EUR,Estonia,3.4,1,3.4
"2022-07-01",EUR,Euro area,4.65,1,4.65
"2022-07-01",EUR,Finland,5.25,1,5.25
"2022-07-01",EUR,France,4.7,1,4.7
"2022-07-01",EUR,Germany,4.58,1,4.58
"2022-07-01",EUR,Greece,4.0,1,4.0
"2022-07-01",GTQ,Guatemala,26.0,7,3.71
"2022-07-01",HNL,Honduras,89.0,24,3.71
"2022-07-01",HKD,Hong Kong,21.0,7,3.0
"2022-07-01",HUF,Hungary,1030.0,389,2.65
"2022-07-01",INR,India,191.0,79,2.42
"2022-07-01",IDR,Indonesia,35000.0,14977,2.34
"2022-07-01",EUR,Ireland,5.0,1,5.0
"2022-07-01",ILS,Israel,17.0,3,5.67
"2022-07-01",EUR,Italy,5.1,1,5.1
"2022-07-01",JPY,Japan,390.0,137,2.85
"2022-07-01",JOD,Jordan,2.3,1,2.3
"2022-07-01",KWD,Kuwait,1.3,1,1.3
"2022-07-01",EUR,Latvia,3.0,1,3.0
"2022-07-01",LBP,Lebanon,130000.0,25600,5.08
"2022-07-01",EUR,Lithuania,3.05,1,3.05
"2022-07-01",MYR,Malaysia,10.9,4,2.72
"2022-07-01",MXN,Mexico,70.0,20,3.5
"2022-07-01",MDL,Moldova,60.0,19,3.16
"2022-07-01",EUR,Netherlands,4.5,1,4.5
"2022-07-01",NZD,New Zealand,7.1,1,7.1
"2022-07-01",NIO,Nicaragua,139.0,35,3.97
"2022-07-01",NOK,Norway,62.0,9,6.89
"2022-07-01",OMR,Oman,1.42,1,1.42
"2022-07-01",PKR,Pakistan,700.0,221,3.17
"2022-07-01",PEN,Peru,13.9,3,4.63
"2022-07-01",PHP,Philippines,155.0,56,2.77
"2022-07-01",PLN,Poland,16.68,4,4.17
"2022-07-01",EUR,Portugal,4.0,1,4.0
"2022-07-01",QAR,Qatar,13.0,3,4.33
"2022-07-01",RON,Romania,11.0,4,2.75
"2022-07-01",SAR,Saudi Arabia,17.0,3,5.67
"2022-07-01",SGD,Singapore,5.9,1,5.9
"2022-07-01",EUR,Slovakia,3.9,1,3.9
"2022-07-01",EUR,Slovenia,3.2,1,3.2
"2022-07-01",ZAR,South Africa,39.9,17,2.35
"2022-07-01",KRW,South Korea,4600.0,1313,3.5
"2022-07-01",EUR,Spain,4.58,1,4.58
"2022-07-01",LKR,Sri Lanka,1340.0,360,3.72
"2022-07-01",SEK,Sweden,57.0,10,5.7
"2022-07-01",CHF,Switzerland,6.5,1,6.5
"2022-07-01",TWD,Taiwan,75.0,29,2.59
"2022-07-01",THB,Thailand,128.0,36,3.56
"2022-07-01",TRY,Turkey,47.0,17,2.76
"2022-07-01",AED,United Arab Emirates,18.0,3,6.0
"2022-07-01",USD,United States,5.15,1,5.15
"2022-07-01",UYU,Uruguay,255.0,41,6.22
"2022-07-01",VES,Venezuela,10.0,5,2.0
"2022-07-01",VND,Vietnam,69000.0,23417,2.95
