show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duracao_min
s7208,Movie,King Jack,Felix Thompson,United States,7/1/2016,2015,NR,81 min,"Dramas, Independent Movies",81
s7209,Movie,King's Ransom,Jeffrey W. Byrd,United States,11/1/2019,2005,PG-13,98 min,"Action & Adventure, Comedies",98
s7211,Movie,Kingpin,"Peter Farrelly, Bobby Farrelly",United States,1/1/2020,1996,PG-13,114 min,"Comedies, Cult Movies, Sports Movies",114
s7212,Movie,Kings,Deniz Gamze Ergüven,France,10/29/2018,2017,R,87 min,Dramas,87
s7213,Movie,Kis Kisko Pyaar Karoon,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",India,11/1/2017,2015,TV-PG,132 min,"Comedies, International Movies",132
s7214,Movie,Kiss the Girls,Gary Fleder,United States,1/1/2020,1997,R,116 min,Thrillers,116
s7217,Movie,KL Zombi,Woo Ming Jin,Malaysia,8/21/2017,2013,TV-14,92 min,"Comedies, Horror Movies, International Movies",92
s7219,Movie,Knock Knock,Eli Roth,United States,11/1/2020,2015,R,99 min,"Horror Movies, Thrillers",99
s7220,Movie,Know Your Enemy - Japan,"Frank Capra, Joris Ivens",United States,3/31/2017,1945,TV-14,63 min,"Classic Movies, Documentaries",63
s7221,Movie,Knowing,Alex Proyas,United States,10/1/2019,2009,PG-13,121 min,"Sci-Fi & Fantasy, Thrillers",121
s7222,Movie,Koko: The Gorilla Who Talks,Jonathan Taylor,United Kingdom,3/1/2017,2016,TV-G,56 min,Documentaries,56
s7224,Movie,Kon-Tiki,"Joachim Rønning, Espen Sandberg",United Kingdom,4/26/2019,2012,PG-13,96 min,"Action & Adventure, Dramas, International Movies",96
s7225,Movie,Koshish,Gulzar,India,12/31/2019,1972,TV-14,115 min,"International Movies, Romantic Movies",115
s7226,Movie,Kraftidioten,Hans Petter Moland,Norway,1/5/2017,2014,TV-MA,117 min,"Comedies, International Movies, Thrillers",117
s7228,Movie,Krish Trish and Baltiboy: Battle of Wits,"Munjal Shroff, Tilak Shetty",Not Given,9/8/2017,2013,TV-Y7,62 min,Children & Family Movies,62
s7229,Movie,Krish Trish and Baltiboy: Best Friends Forever,"Munjal Shroff, Tilak Shetty",Not Given,9/8/2017,2016,TV-Y,65 min,Children & Family Movies,65
s7230,Movie,Krish Trish and Baltiboy: Comics of India,Tilak Shetty,Not Given,9/8/2017,2012,TV-Y7,61 min,Children & Family Movies,61
s7235,Movie,Krisha,Trey Edward Shults,United States,11/7/2018,2015,R,81 min,"Dramas, Independent Movies",81
s7237,Movie,Kristy,Oliver Blackburn,United States,10/31/2015,2013,NR,85 min,Horror Movies,85
s7238,Movie,Krystal,William H. Macy,United States,1/1/2019,2017,R,93 min,"Comedies, Dramas",93
s7239,Movie,Kuldip Patwal: I Didn't Do It!,Remy Kohli,India,12/31/2019,2017,TV-MA,126 min,"Dramas, Independent Movies, International Movies",126
s7240,Movie,Kung Fu Hustle,Stephen Chow,Hong Kong,4/1/2020,2004,R,99 min,"Action & Adventure, Comedies, Cult Movies",99
s7241,Movie,Kung Fu Magoo,Andrés Couturier,Mexico,8/1/2018,2010,TV-Y7,79 min,"Children & Family Movies, Comedies",79
s7242,Movie,Kung Fu Panda: Holiday,Tim Johnson,United States,12/1/2012,2010,TV-PG,26 min,"Children & Family Movies, Comedies",26
s7243,Movie,Kung Fu Yoga,Stanley Tong,China,10/6/2017,2017,TV-PG,107 min,"Action & Adventure, Comedies, International Movies",107
s7245,Movie,Kurt & Courtney,Nick Broomfield,United Kingdom,1/8/2019,1998,R,95 min,"Documentaries, Music & Musicals",95
s7247,Movie,Kurtulus Son Durak,Yusuf Pirhasan,Turkey,3/10/2017,2012,TV-MA,100 min,"Comedies, Dramas, International Movies",100
s7248,Movie,Kya Kehna,Kundan Shah,India,4/1/2018,2000,TV-PG,149 min,"Dramas, International Movies, Romantic Movies",149
s7249,Movie,Kygo: Live at the Hollywood Bowl,Devin Chanda,United States,3/12/2018,2017,TV-MA,52 min,Music & Musicals,52
s7250,Movie,Kyun! Ho Gaya Na,Samir Karnik,India,3/1/2018,2004,TV-PG,165 min,"International Movies, Romantic Movies",165
s7251,Movie,La Última Fiesta,"Leandro Mark, Nicolás Silbert",Argentina,2/1/2017,2016,TV-MA,104 min,"Comedies, International Movies",104
s7244,Movie,Kuppivala,Suresh Pillai,Not Given,8/1/2018,2017,TV-14,133 min,"Dramas, International Movies, Romantic Movies",133
s7232,Movie,Krish Trish and Baltiboy: Oversmartness Never Pays,Tilak Shetty,Not Given,9/8/2017,2017,TV-Y7,65 min,Children & Family Movies,65
s7234,Movie,Krish Trish and Baltiboy: The Greatest Trick,"Munjal Shroff, Tilak Shetty",Not Given,9/8/2017,2013,TV-Y7,60 min,Children & Family Movies,60
s7253,Movie,La Bamba,Luis Valdez,United States,1/1/2020,1987,PG-13,109 min,"Classic Movies, Dramas, Music & Musicals",109
s7254,Movie,La Coppia dei Campioni,Giulio Base,Italy,2/15/2017,2016,TV-MA,88 min,"Comedies, International Movies",88
s7260,Movie,Laal Rang,Syed Ahmad Afzal,India,3/1/2018,2016,TV-14,143 min,"Dramas, International Movies, Thrillers",143
s7261,Movie,Laddaland,Sopon Sukdapisit,Thailand,9/7/2018,2011,TV-MA,112 min,"Horror Movies, International Movies",112
s7262,Movie,Lady Bloodfight,Chris Nahon,Hong Kong,8/5/2017,2016,R,101 min,Action & Adventure,101
s7263,Movie,Lady in the Water,M. Night Shyamalan,United States,7/1/2019,2006,PG-13,110 min,"Sci-Fi & Fantasy, Thrillers",110
s7266,Movie,Lalbaug Parel: Zali Mumbai Sonyachi,Mahesh Manjrekar,India,3/15/2018,2010,TV-MA,145 min,"Dramas, International Movies",145
s7268,Movie,Larceny,R. Ellis Frazier,United States,9/15/2017,2017,TV-14,87 min,Action & Adventure,87
s7270,Movie,Last Ferry,Jaki Bradley,United States,3/11/2020,2019,TV-MA,86 min,"Dramas, Independent Movies, LGBTQ Movies",86
s7271,Movie,Last Knights,Kazuaki Kiriya,United Kingdom,8/1/2019,2015,R,115 min,Action & Adventure,115
s7272,Movie,Last Night,Massy Tadjedin,United States,1/1/2019,2010,R,93 min,"Dramas, Independent Movies, Romantic Movies",93
s7273,Movie,Le K Benzema,"Damien Piscarel, Florent Bodin",France,5/1/2018,2017,TV-14,121 min,"Documentaries, International Movies, Sports Movies",121
s7274,Movie,Le serment des Hitler,Emmanuel Amara,France,5/1/2019,2014,TV-PG,54 min,"Documentaries, International Movies",54
s7275,Movie,Leap Year,Anand Tucker,United States,11/15/2019,2010,PG,100 min,"Comedies, Romantic Movies",100
s7276,Movie,LeapFrog: Letter Factory,Roy Allen Smith,United States,4/15/2020,2003,TV-Y,37 min,Children & Family Movies,37
s7277,Movie,LeapFrog: Numberland,Ron Myrick,United States,4/15/2020,2011,TV-Y,33 min,Movies,33
s7278,Movie,LeapFrog: Phonics Farm,Ron Myrick,United States,4/15/2020,2011,TV-Y,35 min,Movies,35
s7279,Movie,"LeapFrog: Sing-along, Read-along",Ron Myrick,United States,4/15/2020,2011,TV-Y,32 min,Children & Family Movies,32
s7281,Movie,Lechmi,B.N. Shajeer Sha,India,8/1/2018,2017,TV-MA,147 min,"Comedies, Horror Movies, International Movies",147
s7282,Movie,Left Behind,Vic Armstrong,United States,12/26/2018,2014,PG-13,110 min,"Action & Adventure, Faith & Spirituality, Sci-Fi & Fantasy",110
s7283,Movie,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,United States,1/1/2020,2010,PG,97 min,Children & Family Movies,97
s7284,Movie,Legend of the Naga Pearls,Yang Lei,China,3/30/2018,2017,TV-MA,108 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",108
s7285,Movie,Legendary Weapons of China,Chia-Liang Liu,Hong Kong,8/16/2018,1982,TV-14,101 min,"Action & Adventure, Cult Movies, International Movies",101
s7290,Movie,LEGO House - Home of the Brick,"Anders Falck, Stinus Morell Vithner",Not Given,6/15/2018,2018,TV-G,48 min,"Documentaries, International Movies",48
s7287,Movie,Legion,Scott Stewart,United States,11/1/2019,2010,R,100 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",100
s7977,Movie,Secrets of Selfridges,Sam Taplin,United States,4/22/2017,2014,TV-PG,55 min,Documentaries,55
s7293,Movie,Leo the Lion,Mario Cambi,United States,12/20/2015,2013,TV-Y7-FV,78 min,"Children & Family Movies, Comedies",78
s7294,Movie,"Les Bleus - Une autre histoire de France, 1996-2016","Pascal Blanchard, Sonia Dauger, David Dietz",France,3/15/2017,2016,TV-MA,103 min,"Documentaries, International Movies, Sports Movies",103
s7295,Movie,Let There Be Light,John Huston,United States,3/31/2017,1946,TV-PG,58 min,"Classic Movies, Documentaries",58
s7297,Movie,Lez Bomb,Jenna Laurenzo,United States,2/7/2019,2018,TV-14,90 min,"Comedies, LGBTQ Movies",90
s7299,Movie,Life After Beth,Jeff Baena,United States,7/21/2018,2014,R,89 min,"Comedies, Horror Movies, Independent Movies",89
s7300,Movie,Life in the Doghouse,Ron Davis,United States,6/1/2019,2018,TV-PG,83 min,"Documentaries, LGBTQ Movies",83
s7311,Movie,Listen Up! The Lives of Quincy Jones,Ellen Weissbrod,Not Given,11/1/2019,1990,TV-14,116 min,"Documentaries, Music & Musicals",116
s7303,Movie,Lifechanger,Justin McConnell,Canada,5/28/2019,2018,TV-MA,84 min,"Horror Movies, Independent Movies, Thrillers",84
s7304,Movie,Lifeline,Johnnie To,Hong Kong,8/16/2018,1997,TV-14,104 min,"Action & Adventure, International Movies",104
s7305,Movie,Like Arrows,Kevin Peeples,United States,5/6/2019,2018,TV-PG,99 min,"Dramas, Faith & Spirituality",99
s7306,Movie,Like Water for Chocolate,Alfonso Arau,Mexico,11/1/2019,1992,R,105 min,"Classic Movies, Dramas, International Movies",105
s7307,Movie,Lila & Eve,Charles Stone III,United States,2/6/2016,2015,R,94 min,"Dramas, Thrillers",94
s7309,Movie,Lincoln,Steven Spielberg,United States,2/21/2018,2012,PG-13,150 min,Dramas,150
s7310,Movie,Lion's Heart,Karim El Sobky,Egypt,5/9/2019,2013,TV-14,111 min,"Action & Adventure, International Movies",111
s7312,Movie,Little Dragon Maiden,Hua Shan,Hong Kong,8/1/2018,1983,TV-14,92 min,"Action & Adventure, International Movies, Romantic Movies",92
s7314,Movie,Little Lunch: The Halloween Horror Story,Tim Bartley,Australia,3/15/2018,2016,TV-Y7,23 min,"Children & Family Movies, Comedies",23
s7315,Movie,Little Lunch: The Nightmare Before Graduation,Robyn Butler,Australia,3/15/2018,2016,TV-Y7,25 min,"Children & Family Movies, Comedies",25
s7316,Movie,Little Men,Ira Sachs,United States,1/12/2017,2016,PG,85 min,"Dramas, Independent Movies",85
s7317,Movie,Little Nicky,Steve Brill,United States,12/1/2020,2000,PG-13,90 min,Comedies,90
s7321,Movie,Little Sister,Zach Clark,United States,1/14/2017,2016,NR,91 min,"Comedies, Dramas, Independent Movies",91
s7323,Movie,Lizzie Borden Took an Ax,Nick Gomez,United States,7/25/2016,2014,TV-14,87 min,Thrillers,87
s7324,Movie,Lo and Behold: Reveries of the Connected World,Werner Herzog,United States,12/23/2016,2016,PG-13,98 min,Documentaries,98
s7327,Movie,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,United Kingdom,1/1/2019,1998,R,108 min,"Action & Adventure, Comedies, Independent Movies",108
s7328,Movie,Locke,Steven Knight,United Kingdom,7/15/2018,2013,R,85 min,"Dramas, Independent Movies",85
s7329,Movie,Lockout,"James Mather, Steve Saint Leger",France,5/7/2020,2012,PG-13,95 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",95
s7330,Movie,Loco Love,"Fernando Sariñana, José Luis Gutiérrez",Mexico,7/30/2017,2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies",103
s7470,Movie,Miss Sharon Jones!,Barbara Kopple,United States,1/7/2017,2015,TV-MA,94 min,"Documentaries, Music & Musicals",94
s7318,Movie,Little Singham aur Kaal ka Mahajaal,Prakash Satam,Not Given,12/1/2018,2018,TV-Y7-FV,68 min,"Children & Family Movies, Comedies",68
s7320,Movie,Little Singham in London,Prakash Satam,Not Given,4/22/2019,2019,TV-Y7,66 min,"Children & Family Movies, Comedies",66
s7331,Movie,Logan's Run,Michael Anderson,United States,11/1/2019,1976,PG,118 min,"Action & Adventure, Classic Movies, Cult Movies",118
s7340,Movie,Los Niños Héroes de Chapultepec,Ignacio López Escrivá,Not Given,12/15/2017,2017,TV-14,88 min,"Documentaries, International Movies",88
s7333,Movie,Lolita,Stanley Kubrick,United Kingdom,11/1/2019,1962,R,153 min,"Classic Movies, Dramas, Romantic Movies",153
s7335,Movie,Long Time Running,"Jennifer Baichwal, Nicholas de Pencier",Canada,11/12/2017,2017,TV-14,96 min,"Documentaries, International Movies, Music & Musicals",96
s7336,Movie,"Look Out, Officer",Sze Yu Lau,Hong Kong,8/16/2018,1990,TV-14,88 min,"Action & Adventure, Comedies, International Movies",88
s7337,Movie,Look Who's Back,David Wnendt,Germany,4/9/2016,2015,NR,116 min,"Comedies, International Movies",116
s7338,Movie,Lorai: Play to Live,Parambrata Chatterjee,India,9/1/2017,2015,TV-14,155 min,"Dramas, International Movies, Sports Movies",155
s7342,Movie,Losing Sight of Shore,Sarah Moshman,United States,5/1/2017,2017,TV-14,92 min,"Documentaries, Sports Movies",92
s7345,Movie,Love Dot Com: The Social Experiment,Charneice Fox,United States,2/17/2020,2019,TV-MA,98 min,"Comedies, Romantic Movies",98
s7346,Movie,Love In A Puff,Pang Ho-cheung,Hong Kong,8/1/2018,2010,TV-MA,103 min,"Comedies, Dramas, International Movies",103
s7347,Movie,Love Ni Bhavai,Saandeep Patel,India,5/1/2018,2017,TV-14,163 min,"Comedies, International Movies, Romantic Movies",163
s7348,Movie,Love on Delivery,Stephen Chow,Hong Kong,8/16/2018,1994,TV-14,93 min,"Action & Adventure, Comedies, International Movies",93
s7351,Movie,Love Shot,Steven Fine,United States,7/15/2019,2018,TV-MA,77 min,"Dramas, Thrillers",77
s7352,Movie,Love Station,Ahmad Samir Farag,Egypt,4/25/2019,2011,TV-14,97 min,"Comedies, International Movies, Romantic Movies",97
s7353,Movie,Love You... Love You Not,Sridhar Jetty,Indonesia,1/5/2019,2015,TV-14,115 min,"Comedies, International Movies, Romantic Movies",115
s7355,Movie,"Love, Rosie",Christian Ditter,Germany,11/20/2019,2014,R,103 min,"Comedies, International Movies, Romantic Movies",103
s7356,Movie,LoveTrue,Alma Har'el,United States,5/7/2017,2016,TV-MA,82 min,Documentaries,82
s7357,Movie,Loving Annabelle,Katherine Brooks,United States,7/1/2018,2006,TV-MA,77 min,"Dramas, Independent Movies, LGBTQ Movies",77
s7358,Movie,Loving You,Johnnie To,Hong Kong,8/16/2018,1995,TV-14,79 min,"Dramas, International Movies",79
s7359,Movie,Lucha: Playing the Impossible,Ana Quiroga,Argentina,7/15/2018,2016,TV-PG,98 min,"Documentaries, International Movies, Sports Movies",98
s7361,Movie,Lucky: No Time for Love,"Radhika Rao, Vinay Sapru",India,11/15/2017,2005,TV-14,131 min,"Dramas, International Movies, Romantic Movies",131
s7362,Movie,Lupt,Prabhuraj,India,4/5/2019,2018,TV-14,110 min,"Horror Movies, International Movies, Thrillers",110
s7363,Movie,Lusers,Ticoy Rodriguez,Argentina,7/15/2016,2015,TV-MA,100 min,"Comedies, International Movies, Sports Movies",100
s7364,Movie,Ma Chu Ka,Jayan Vannery,India,7/1/2018,2017,TV-14,117 min,"International Movies, Thrillers",117
s7365,Movie,Maacher Jhol,Pratim D. Gupta,India,1/1/2018,2017,TV-PG,107 min,"Dramas, International Movies",107
s7366,Movie,Mac & Devin Go to High School,Dylan C. Brown,United States,4/20/2016,2012,R,76 min,Comedies,76
s7367,Movie,Macchli Jal Ki Rani Hai,Debaloy Dey,India,10/15/2017,2014,TV-MA,118 min,"Horror Movies, International Movies",118
s7368,Movie,Mad Max,George Miller,Australia,8/1/2020,1979,R,93 min,"Action & Adventure, Classic Movies, Cult Movies",93
s7370,Movie,Mad Money,"Callie Khouri, Jesse V. Johnson",United States,11/1/2019,2008,PG-13,99 min,Comedies,99
s7371,Movie,Mad Ron's Prevues from Hell,Jim Monaco,United States,11/1/2010,1987,NR,84 min,"Cult Movies, Horror Movies",84
s7372,Movie,Mad World,Chun Wong,Hong Kong,9/20/2018,2016,TV-MA,102 min,"Dramas, International Movies",102
s7373,Movie,Madaari,Nishikant Kamat,India,2/17/2017,2016,TV-14,134 min,"Dramas, Independent Movies, International Movies",134
s7374,Movie,Maddman: The Steve Madden Story,Ben Patterson,United States,1/1/2018,2017,TV-MA,78 min,Documentaries,78
s7375,Movie,Madre,Aaron Burns,Chile,8/26/2017,2016,TV-MA,95 min,"International Movies, Thrillers",95
s7378,Movie,Magic Snowflake,Luc Vinciguerra,France,12/20/2015,2013,TV-Y,73 min,Children & Family Movies,73
s7379,Movie,Magnetic,Thierry Donard,France,6/12/2020,2018,TV-14,110 min,"Action & Adventure, Documentaries, International Movies",110
s7380,Movie,Magnus,Benjamin Ree,Norway,2/22/2017,2016,TV-PG,75 min,"Children & Family Movies, Documentaries, International Movies",75
s7381,Movie,Mahabharat,Amaan Khan,India,8/1/2018,2013,TV-14,119 min,"Action & Adventure, Dramas, International Movies",119
s7385,Movie,Mahjong Heroes,Li Pei-Chuan,Hong Kong,8/16/2018,1981,TV-PG,92 min,"Comedies, International Movies",92
s7387,Movie,Maine Pyaar Kyun Kiya,David Dhawan,India,12/31/2019,2005,TV-14,137 min,"Comedies, International Movies, Music & Musicals",137
s7388,Movie,Maine Pyar Kiya,Sooraj R. Barjatya,India,1/1/2018,1989,TV-PG,192 min,"Dramas, International Movies, Music & Musicals",192
s7389,Movie,Mala Kahich Problem Nahi,Sameer Vidwans,India,11/15/2018,2017,TV-PG,132 min,"Dramas, International Movies",132
s7390,Movie,Malicious,Michael Winnick,United States,2/1/2019,2018,TV-MA,91 min,Horror Movies,91
s7391,Movie,Man of Tai Chi,Keanu Reeves,United States,7/26/2018,2013,R,105 min,"Action & Adventure, Dramas",105
s7392,Movie,Man Up,Ben Palmer,United Kingdom,9/4/2018,2015,R,88 min,"Comedies, International Movies, Romantic Movies",88
s7406,Movie,Mark Gatiss: A Study in Sherlock,Nathan Landeg,Not Given,5/1/2016,2016,TV-14,29 min,Movies,29
s7394,Movie,Mandi,Shyam Benegal,India,1/1/2020,1983,TV-MA,155 min,"Dramas, Independent Movies, International Movies",155
s7395,Movie,Mandobasar Galpo,Tathagata Banerjee,India,4/1/2018,2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies",103
s7396,Movie,Manglehorn,David Gordon Green,United States,4/16/2017,2014,PG-13,97 min,"Dramas, Independent Movies",97
s7397,Movie,Mango Dreams,John Upchurch,United States,3/15/2018,2016,TV-14,92 min,"Dramas, Independent Movies",92
s7398,Movie,Manhattan Romance,Tom O'Brien,United States,9/8/2017,2014,TV-14,98 min,"Comedies, Independent Movies, Romantic Movies",98
s7399,Movie,Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,United Kingdom,1/15/2018,2017,TV-MA,89 min,"Documentaries, International Movies",89
s7400,Movie,Mansfield Park,Patricia Rozema,United Kingdom,1/1/2020,1999,PG-13,112 min,"Comedies, Dramas, International Movies",112
s7401,Movie,Mantostaan,Rahat Kazmi,India,12/15/2017,2017,TV-MA,75 min,"Dramas, Independent Movies, International Movies",75
s7402,Movie,Mantra,Nicholas Kharkongor,India,12/15/2017,2017,TV-14,89 min,"Dramas, Independent Movies, International Movies",89
s7403,Movie,Mara,Clive Tonge,United Kingdom,1/5/2019,2017,TV-MA,99 min,"Horror Movies, Thrillers",99
s7404,Movie,Marauders,Steven C. Miller,Canada,12/1/2020,2016,R,107 min,Action & Adventure,107
s7408,Movie,Maroon,Pulkit,India,2/1/2017,2016,TV-MA,94 min,"Dramas, Independent Movies, International Movies",94
s7411,Movie,Martial Arts of Shaolin,Chia-Liang Liu,Hong Kong,8/16/2018,1986,R,90 min,"Action & Adventure, International Movies",90
s7412,Movie,Martin Lawrence Live: Runteldat,David Raynr,United States,12/1/2019,2002,R,104 min,Stand-Up Comedy,104
s7413,Movie,Martin Luther: The Idea that Changed the World,David Batty,United States,1/1/2018,2017,TV-PG,55 min,"Documentaries, Faith & Spirituality",55
s7414,Movie,Martyrs of Marriage,Deepika Narayan Bhardwaj,India,3/15/2018,2016,TV-14,83 min,"Documentaries, International Movies",83
s7416,Movie,Marvel's Iron Man & Hulk: Heroes United,"Leo Riley, Eric Radomski",United States,2/16/2014,2013,PG,72 min,"Action & Adventure, Sci-Fi & Fantasy",72
s7417,Movie,Mary and the Witch's Flower,Hiromasa Yonebayashi,Japan,7/17/2018,2017,PG,103 min,"Anime Features, Children & Family Movies",103
s7418,Movie,Mary Poppins Returns,Rob Marshall,United States,7/9/2019,2018,PG,131 min,"Children & Family Movies, Music & Musicals",131
s7415,Movie,Marvel & ESPN Films Present: 1 of 1: Genesis,Eric Drath,Not Given,3/15/2015,2014,TV-PG,77 min,"Documentaries, Sports Movies",77
s7420,Movie,Masoom,Shekhar Kapur,India,12/31/2019,1983,TV-14,138 min,"Dramas, Independent Movies, International Movies",138
s7421,Movie,Master,Ui-seok Jo,South Korea,2/1/2018,2016,NR,143 min,"Action & Adventure, International Movies",143
s7422,Movie,Mater,Pablo D'Alo Abba,Argentina,8/1/2018,2017,TV-MA,80 min,"Dramas, Independent Movies, International Movies",80
s7423,Movie,Matichya Chuli,"Sudesh Manjrekar, Atul Kale",India,2/15/2018,2006,TV-14,132 min,"Comedies, Dramas, International Movies",132
s7424,Movie,Max Rose,Daniel Noah,United States,1/15/2017,2013,TV-14,84 min,"Dramas, Independent Movies",84
s7425,Movie,May We Chat,Philip Yung,Hong Kong,8/26/2018,2014,TV-MA,99 min,"Dramas, International Movies",99
s7426,Movie,May You Prosper,"Hassan Hegazy, Shady Ali",Egypt,7/20/2019,2017,TV-14,93 min,"Comedies, International Movies, Music & Musicals",93
s7427,Movie,Maya Angelou: And Still I Rise,"Bob Hercules, Rita Coburn Whack",United States,5/1/2017,2016,TV-PG,114 min,Documentaries,114
s7428,Movie,Maynard,Samuel D. Pollard,United States,9/2/2018,2017,TV-PG,100 min,Documentaries,100
s7429,Movie,Maza Pati Karodpati,Sachin,India,1/1/2018,1988,TV-PG,132 min,"Comedies, International Movies, Romantic Movies",132
s7430,Movie,Me and the Alien,Jesús Magaña Vázquez,Mexico,2/14/2017,2016,TV-MA,83 min,"Comedies, Dramas, International Movies",83
s7431,Movie,Mean Dreams,Nathan Morlando,Canada,7/1/2019,2016,R,105 min,"Dramas, Independent Movies, Thrillers",105
s7432,Movie,Mean Streets,Martin Scorsese,United States,7/1/2019,1973,R,112 min,"Classic Movies, Dramas, Independent Movies",112
s7433,Movie,Meditation Park,Mina Shum,Canada,3/9/2018,2017,TV-PG,94 min,Dramas,94
s7434,Movie,Medium,Jacek Koprowicz,Poland,10/1/2019,1985,TV-MA,90 min,"Horror Movies, International Movies, Thrillers",90
s7435,Movie,Meet the Trumps: From Immigrant to President,"Paul Berczeller, Mark Radice",United Kingdom,10/25/2017,2017,TV-14,48 min,Documentaries,48
s7438,Movie,Melle,Binu Ulahhannan,India,8/1/2018,2017,TV-PG,110 min,"Dramas, International Movies, Romantic Movies",110
s7440,Movie,Melvin Goes to Dinner,Bob Odenkirk,United States,7/1/2018,2003,R,84 min,"Comedies, Dramas, Independent Movies",84
s7441,Movie,Memoir of a Murderer,Shin-yeon Won,South Korea,2/19/2018,2017,TV-MA,118 min,"Dramas, International Movies, Thrillers",118
s7442,Movie,Memory Games,"Janet Tobias, Claus Wehlisch",Germany,6/19/2019,2018,TV-14,86 min,Documentaries,86
s7443,Movie,Men in Black,Barry Sonnenfeld,United States,10/19/2019,1997,PG-13,98 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",98
s7444,Movie,Men in Black II,Barry Sonnenfeld,United States,10/1/2019,2002,PG-13,88 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",88
s7445,Movie,Menorca,John Barnard,Canada,8/27/2017,2016,TV-MA,81 min,"Dramas, Independent Movies",81
s7446,Movie,Merantau,Gareth Evans,Indonesia,2/13/2019,2009,R,112 min,"Action & Adventure, Dramas, International Movies",112
s7449,Movie,Merry Men: The Real Yoruba Demons,Toka McBaror,Nigeria,9/21/2019,2018,TV-MA,106 min,"Comedies, International Movies",106
s7451,Movie,Mi Shivajiraje Bhosale Boltoy,Santosh Manjrekar,India,1/1/2018,2009,TV-14,148 min,"Comedies, International Movies, Sci-Fi & Fantasy",148
s7452,Movie,MI-5,Bharat Nalluri,United Kingdom,8/1/2019,2015,R,105 min,"Action & Adventure, Dramas, International Movies",105
s7453,Movie,Middle School: The Worst Years of My Life,Steve Carr,United States,3/3/2019,2016,PG,92 min,"Children & Family Movies, Comedies",92
s7455,Movie,Midnight Special,Jeff Nichols,United States,9/7/2020,2016,PG-13,112 min,"Action & Adventure, Sci-Fi & Fantasy",112
s7457,Movie,Milk,Gus Van Sant,United States,2/16/2017,2008,R,128 min,"Dramas, Independent Movies, LGBTQ Movies",128
s7459,Movie,Minnaminugu the FireFly,Anil Thomas,India,8/1/2018,2017,TV-14,128 min,"Dramas, International Movies",128
s7461,Movie,Miracle,Gavin O'Connor,Canada,6/1/2018,2004,PG,136 min,"Children & Family Movies, Dramas, Sports Movies",136
s7462,Movie,Mirror Mirror,Tarsem Singh,United States,4/24/2020,2012,PG,106 min,"Children & Family Movies, Comedies",106
s7463,Movie,Mirzya,Rakeysh Omprakash Mehra,India,2/20/2017,2016,TV-MA,129 min,"Dramas, International Movies, Music & Musicals",129
s7465,Movie,Miss Hokusai,Keiichi Hara,Japan,10/1/2017,2015,PG-13,90 min,Anime Features,90
s7466,Movie,Miss Julie,Liv Ullmann,Norway,9/2/2015,2014,PG-13,130 min,"Dramas, International Movies",130
s7467,Movie,Miss Me This Christmas,Kenny Young,United States,12/19/2017,2017,TV-14,85 min,Romantic Movies,85
s7468,Movie,Miss Representation,Jennifer Siebel Newsom,United States,10/20/2017,2011,NR,90 min,Documentaries,90
s7471,Movie,Miss Stevens,Julia Hart,United States,12/19/2016,2016,NR,86 min,"Dramas, Independent Movies",86
s7472,Movie,Mission Control: The Unsung Heroes of Apollo,David Fairhead,United States,8/13/2017,2017,TV-14,100 min,Documentaries,100
s7473,Movie,Mission of Honor,David Blair,United Kingdom,7/29/2019,2018,TV-MA,107 min,"Action & Adventure, Dramas",107
s7474,Movie,Mission: Destroy Love,Osman Ali,Malaysia,8/7/2017,2014,TV-PG,93 min,"Comedies, International Movies, Romantic Movies",93
s7475,Movie,Mississippi Grind,"Anna Boden, Ryan Fleck",United States,7/26/2018,2015,R,109 min,"Dramas, Independent Movies",109
s7476,Movie,Moh Maya Money,Munish Bhardwaj,India,5/1/2017,2016,TV-MA,109 min,"Dramas, Independent Movies, International Movies",109
s7477,Movie,Mohawk,Ted Geoghegan,United States,6/30/2018,2017,TV-MA,92 min,"Action & Adventure, Horror Movies, Independent Movies",92
s7478,Movie,Mojave,William Monahan,United States,7/26/2018,2015,R,93 min,"Dramas, Independent Movies, Thrillers",93
s7479,Movie,Mokalik (Mechanic),Kunle Afolayan,Nigeria,9/1/2019,2019,TV-14,100 min,"Dramas, International Movies",100
s7480,Movie,Molly's Game,Aaron Sorkin,China,4/1/2020,2017,R,141 min,Dramas,141
s7482,Movie,Mona Lisa Smile,Mike Newell,United States,1/1/2019,2003,PG-13,119 min,Dramas,119
s7483,Movie,Money,Martin Rosete,United States,10/15/2017,2016,R,84 min,Thrillers,84
s7485,Movie,Money Talks,Brett Ratner,United States,11/1/2019,1997,R,96 min,"Action & Adventure, Comedies",96
